"admin_name","pop_size","pfpr_u5","pfpr_all","mortality_pp_u5","mortality_pp_all","node_id.x","lon.x","lat.x","cluster_id.x","seasonality_archetype.x","deaths_u5","deaths_all","cases_pp_u5","cases_pp_all","node_id.y","lon.y","lat.y","cluster_id.y","seasonality_archetype.y","clinical_cases_u5","clinical_cases_all","mortality_rate_u5","mortality_rate_all","incidence_u5","incidence_all","frac_u5","pop_size_u5"
"Bubanza",201303.876182995,0.16680450486723,0.215858763928498,0.00132495695141292,0.00220900789936813,1,29.42838636,-3.04668647,1,"Gitega",266.718970095026,444.68185266166,1.48654989257044,4.29976699180177,1,29.42838636,-3.04668647,1,"Gitega",299248.255513844,865559.762133392,2.43028282532415,0.736387715908299,2723.51010782797,1433.21520844351,0.18196546448728,36630.3533327285
"Bugarama",195016.1571555,0.0334922475192209,0.0782259008216227,0.000313252813016086,0.000890709522788122,2,29.4303905,-3.72944816,1,"Gitega",61.0893598125475,173.702748275949,0.15499744328243,1.47569923615762,2,29.4303905,-3.72944816,1,"Gitega",30227.0057578671,287785.194152765,0.583583392354928,0.296886844905114,288.221381592525,491.899511910204,0.178421169998206,34795.0109282382
"Buhiga",277009.19890515,0.110005425071822,0.187066708077423,0.000994388856238218,0.00185936003525047,3,30.1393365,-3.0502219,1,"Gitega",275.454860466757,515.059833840985,1.15970817113395,4.03881141739402,3,30.1393365,-3.0502219,1,"Gitega",321249.831449573,1118787.91526129,1.85513407861971,0.619619169383696,2160.67777156557,1346.17207472228,0.179480235957007,49717.6763817579
"Busoni",218791.205835172,0.394903090037831,0.289058069012574,0.00327665148290008,0.00426059215814639,5,30.25180248,-2.47173859,1,"Gitega",716.902529045313,932.180095852727,3.0000907257418,5.22469965197304,5,30.25180248,-2.47173859,1,"Gitega",656393.467499966,1143118.33698178,6.07332105715211,1.41997231892659,5563.88229344507,1741.58291967792,0.179992543986682,39380.7857401864
"Butezi",125726.232208091,0.301428035841409,0.260732827596087,0.0023404456107313,0.00326770111225567,6,30.17161805,-3.44652457,1,"Gitega",294.25540832521,410.835748826094,2.27240662150921,4.74594344618568,6,30.17161805,-3.44652457,1,"Gitega",285701.12256707,596689.587761608,4.37244813442804,1.08934761249482,4232.40543039009,1582.01740763511,0.179281960518685,22540.445398894
"Cankuzo",179215.356633093,0.189569144102068,0.239170748587593,0.00143345451158621,0.00243589381950028,8,30.52891483,-3.14505865,1,"Gitega",256.897061511239,436.54957958209,1.93527724259208,5.14480033557064,8,30.52891483,-3.14505865,1,"Gitega",346831.401215048,922027.226945349,2.67151953874873,0.812035269943238,3600.53049843875,1714.90587797555,0.179366429061454,32145.2185522529
"Cibitoke",305498.934537512,0.190771397596817,0.22391938572826,0.00137836952812661,0.00223449187807972,9,29.19244319,-2.90271457,1,"Gitega",421.090422241652,682.634887986077,1.47898304798875,4.21325013733793,9,29.19244319,-2.90271457,1,"Gitega",451827.745359606,1287143.42789676,2.570803447313,0.744938391525821,2758.8987312507,1404.36456445913,0.178634533483649,54572.6596508604
"Gahombo",256161.000799576,0.103716592778544,0.175773155378506,0.00082361472583682,0.0015926006354096,11,29.74184956,-3.01315344,1,"Gitega",210.977972443628,407.962172640565,0.975220640402331,3.63265851940885,11,29.74184956,-3.01315344,1,"Gitega",249813.495245864,930545.441894877,1.52045240115677,0.530876147082574,1806.96218924918,1210.80814251186,0.179518885482295,45985.7373675691
"Gihofi",293350.813541338,0.265327996600618,0.256745991384622,0.00213755908552088,0.00317425213501612,13,30.11562611,-3.91875872,1,"Gitega",627.054696730228,931.169446192308,1.99551768150349,4.83736285020399,13,30.11562611,-3.91875872,1,"Gitega",585386.735305174,1419044.32750199,3.94967354166893,1.05830031648401,3672.99584134016,1612.49413572216,0.18138224848252,53208.6301543044
"Gitega",313416.21747821,0.153433352860089,0.206257656068793,0.00118009715542711,0.00198811460811225,14,29.93208819,-3.40581734,1,"Gitega",369.861586710759,623.107360387714,1.20734859666465,4.02833357167258,14,29.93208819,-3.40581734,1,"Gitega",378402.630344259,1262545.07077411,2.17605240784752,0.662710941975648,2226.79921780186,1342.7606115587,0.180670692688592,56625.1251116266
