"year","mean_coverage","max_coverage","min_coverage","new_net_per_cap","irs_per_cap","scenario"
2012,0.13969590901438,0.16195173372534,0.115622965564571,0.0801767547707516,0,"to-present"
2013,0.116843693400722,0.12934773931191,0.0977247592759429,0.0881438856380339,0,"to-present"
2014,0.341147529716108,0.393179502153456,0.28792067821024,0.786161157399217,0,"to-present"
2015,0.372626003801565,0.436801560750773,0.313007786737579,0.103651756695523,0,"to-present"
2016,0.207566965449347,0.233740134002001,0.177782080379637,0.111763703095425,0,"to-present"
2017,0.303092436285443,0.340326111726581,0.264736894585392,0.82561263901122,0,"to-present"
2018,0.448809063799725,0.520004907695884,0.382125830762535,0.118494672696693,0.21152660704586,"to-present"
2019,0.254555970956086,0.291442948677755,0.224959213063203,0.83427965106344,0.030991981492411,"to-present"
2020,0.542139863455252,0.6231231280676,0.457583006355946,0.118976508234603,0.0300209519185579,"to-present"
2021,0.275977938022271,0.315957142354232,0.236405842570976,0.118250759504072,0,"BAU"
2022,0.289275706505303,0.327878994946042,0.255684055021239,0.834316763170867,0,"BAU"
2023,0.480401150384724,0.55581455248367,0.406666704079775,0.118666800329227,0,"BAU"
2024,0.250694744709932,0.287081737963835,0.212245397975842,0.118150309274418,0,"BAU"
2025,0.28119643611499,0.315862837460597,0.248245149992116,0.833845174831315,0,"BAU"
2026,0.47855999616707,0.554719168953615,0.40797596134894,0.119135666383956,0,"BAU"
2027,0.249890650536689,0.283831560220803,0.217309097425415,0.118495805477172,0,"BAU"
2028,0.281468174611285,0.314665251213615,0.25048113311487,0.834000232085634,0,"BAU"
2029,0.478271054559483,0.554014617055691,0.407435956256961,0.118170030194027,0,"BAU"
2030,0.249064136526423,0.285241874057844,0.209894747351702,0.118613759268381,0,"BAU"
2021,0.275855454810557,0.314261932781397,0.236077328721695,0.117914411856496,0,"GF"
2022,0.288987250970141,0.325439751782591,0.255062289158121,0.834684030927392,0,"GF"
2023,0.479820024197607,0.550271053851947,0.408743901106411,0.118320294388335,0,"GF"
2024,0.250349519302877,0.281487062384273,0.213960850223005,0.119393189132548,0,"GF"
2025,0.281938080218926,0.315603449125573,0.250540370081641,0.834740343631766,0,"GF"
2026,0.478776340734318,0.555309486584095,0.40647040518939,0.118772861791427,0,"GF"
2027,0.249873899573338,0.283185408354326,0.214412147390499,0.118815570841466,0,"GF"
2028,0.281538909892406,0.31619899989685,0.249009502019517,0.833498719842457,0,"GF"
2029,0.478486788442399,0.551814905488628,0.404261611667552,0.118026633482294,0,"GF"
2030,0.24973914466376,0.283619749216286,0.216643607811098,0.118568897126207,0,"GF"
2021,0.275855454810557,0.314261932781397,0.236077328721695,0.117914411856496,0,"GF with PBO"
2022,0.288987250970141,0.325439751782591,0.255062289158121,0.834684030927392,0,"GF with PBO"
2023,0.479820024197607,0.550271053851947,0.408743901106411,0.118320294388335,0,"GF with PBO"
2024,0.250349519302877,0.281487062384273,0.213960850223005,0.119393189132548,0,"GF with PBO"
2025,0.281938080218926,0.315603449125573,0.250540370081641,0.834740343631766,0,"GF with PBO"
2026,0.478776340734318,0.555309486584095,0.40647040518939,0.118772861791427,0,"GF with PBO"
2027,0.249873899573338,0.283185408354326,0.214412147390499,0.118815570841466,0,"GF with PBO"
2028,0.281538909892406,0.31619899989685,0.249009502019517,0.833498719842457,0,"GF with PBO"
2029,0.478486788442399,0.551814905488628,0.404261611667552,0.118026633482294,0,"GF with PBO"
2030,0.24973914466376,0.283619749216286,0.216643607811098,0.118568897126207,0,"GF with PBO"
2021,0.277451379169608,0.315762005818388,0.238659126140476,0.122104155240783,0,"GF at 80%"
2022,0.304957165622534,0.329508632018019,0.278485557508699,0.929810985064758,0,"GF at 80%"
2023,0.523800383182146,0.555991504175602,0.471943245325256,0.122244185855764,0,"GF at 80%"
2024,0.267224483858816,0.303435290583296,0.218336690104152,0.122226931994582,0,"GF at 80%"
2025,0.302151618072819,0.323607051117705,0.271184373114776,0.928795266933114,0,"GF at 80%"
2026,0.523778221296238,0.558345962648443,0.464780562809348,0.1228517827857,0,"GF at 80%"
2027,0.268149003955484,0.308208477825242,0.216153737046512,0.122968347986439,0,"GF at 80%"
2028,0.303756652945551,0.326616142332201,0.272504995282711,0.930491703918615,0,"GF at 80%"
2029,0.524175694970103,0.558773815783794,0.466657162817468,0.122752795588321,0,"GF at 80%"
2030,0.267724211011631,0.303768789504352,0.219164440312062,0.122377567632575,0,"GF at 80%"
