"year","admin_name","seed","nets_per_capita","simday","itn_u5","itn_5_10","itn_10_15","itn_15_20","itn_o20","net_life_lognormal_mu","net_life_lognormal_sigma","bio_mortality","block_initial","kill_initial","indoor_net_protection","net_type_PBO"
2025,"Bubanza",26,0.539724657,1749,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,5.91879744845636,0.8,0.64,0.800852749131681,0.734136502917537,0.75,1
2025,"Bubanza",27,0.539724657,1749,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,5.92599103694296,0.8,0.64,0.852173113111923,0.511856558449652,0.75,1
2025,"Bubanza",28,0.539724657,1749,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,5.85336004360567,0.8,0.64,0.921665076391424,0.734136502917537,0.75,1
2025,"Bubanza",29,0.539724657,1749,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,5.82259086915834,0.8,0.64,0.734129743302374,0.511856558449652,0.75,1
2025,"Bubanza",30,0.539724657,1749,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.0274066576795,0.8,0.64,0.800852749131681,0.734136502917537,0.75,1
2025,"Bubanza",31,0.539724657,1749,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,5.90110459066499,0.8,0.64,0.852173113111923,0.511856558449652,0.75,1
2025,"Bubanza",32,0.539724657,1749,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,5.85674559929273,0.8,0.64,0.921665076391424,0.734136502917537,0.75,1
2025,"Bubanza",33,0.539724657,1749,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,5.84787688919159,0.8,0.64,0.734129743302374,0.511856558449652,0.75,1
2025,"Bubanza",34,0.539724657,1749,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,5.8306803143143,0.8,0.64,0.800852749131681,0.734136502917537,0.75,1
2025,"Bubanza",35,0.539724657,1749,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,5.83102572335963,0.8,0.64,0.852173113111923,0.511856558449652,0.75,1
2025,"Bubanza",36,0.539724657,1749,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,5.79598995950214,0.8,0.64,0.921665076391424,0.734136502917537,0.75,1
2025,"Bubanza",37,0.539724657,1749,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,5.89704930426872,0.8,0.64,0.734129743302374,0.511856558449652,0.75,1
2025,"Bubanza",38,0.539724657,1749,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,5.90363655311267,0.8,0.64,0.800852749131681,0.734136502917537,0.75,1
2025,"Bubanza",39,0.539724657,1749,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,5.9247961967686,0.8,0.64,0.852173113111923,0.511856558449652,0.75,1
2025,"Bubanza",40,0.539724657,1749,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,5.98334580233576,0.8,0.64,0.921665076391424,0.734136502917537,0.75,1
2025,"Bubanza",41,0.539724657,1749,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,5.90868135542559,0.8,0.64,0.734129743302374,0.511856558449652,0.75,1
2025,"Bubanza",42,0.539724657,1749,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,5.94389982959502,0.8,0.64,0.800852749131681,0.734136502917537,0.75,1
2025,"Bubanza",43,0.539724657,1749,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,5.93817035157111,0.8,0.64,0.852173113111923,0.511856558449652,0.75,1
2025,"Bubanza",44,0.539724657,1749,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,5.85084751431398,0.8,0.64,0.921665076391424,0.734136502917537,0.75,1
2025,"Bubanza",45,0.539724657,1749,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,5.90356434063027,0.8,0.64,0.734129743302374,0.511856558449652,0.75,1
2025,"Bubanza",46,0.539724657,1749,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,5.81674687367759,0.8,0.64,0.800852749131681,0.734136502917537,0.75,1
2025,"Bubanza",47,0.539724657,1749,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,5.88879104295496,0.8,0.64,0.852173113111923,0.511856558449652,0.75,1
2025,"Bubanza",48,0.539724657,1749,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,5.9069871899843,0.8,0.64,0.921665076391424,0.734136502917537,0.75,1
2025,"Bubanza",49,0.539724657,1749,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,5.70736397195627,0.8,0.64,0.734129743302374,0.511856558449652,0.75,1
2025,"Bubanza",50,0.539724657,1749,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,5.93449401792291,0.8,0.64,0.800852749131681,0.734136502917537,0.75,1
2025,"Bubanza",51,0.539724657,1749,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,5.82774432343015,0.8,0.64,0.852173113111923,0.511856558449652,0.75,1
2028,"Bubanza",1,0.539724657,2844,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,5.89264620917119,0.8,0.64,0.734129743302374,0.511856558449652,0.75,1
2028,"Bubanza",2,0.539724657,2844,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,5.80623497464404,0.8,0.64,0.800852749131681,0.734136502917537,0.75,1
2028,"Bubanza",3,0.539724657,2844,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,5.91766434615871,0.8,0.64,0.852173113111923,0.511856558449652,0.75,1
2028,"Bubanza",4,0.539724657,2844,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,5.97040273796984,0.8,0.64,0.921665076391424,0.734136502917537,0.75,1
2028,"Bubanza",5,0.539724657,2844,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,5.88072289504645,0.8,0.64,0.734129743302374,0.511856558449652,0.75,1
2028,"Bubanza",6,0.539724657,2844,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,5.90548897586635,0.8,0.64,0.800852749131681,0.734136502917537,0.75,1
2028,"Bubanza",7,0.539724657,2844,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,6.01510114177637,0.8,0.64,0.852173113111923,0.511856558449652,0.75,1
2028,"Bubanza",8,0.539724657,2844,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,5.87718213530924,0.8,0.64,0.921665076391424,0.734136502917537,0.75,1
2028,"Bubanza",9,0.539724657,2844,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,5.89354013187667,0.8,0.64,0.734129743302374,0.511856558449652,0.75,1
2028,"Bubanza",10,0.539724657,2844,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,5.80122620676886,0.8,0.64,0.800852749131681,0.734136502917537,0.75,1
2028,"Bubanza",11,0.539724657,2844,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,5.88407100637835,0.8,0.64,0.852173113111923,0.511856558449652,0.75,1
2028,"Bubanza",12,0.539724657,2844,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,5.90325823305356,0.8,0.64,0.921665076391424,0.734136502917537,0.75,1
2028,"Bubanza",13,0.539724657,2844,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,5.85381353814521,0.8,0.64,0.734129743302374,0.511856558449652,0.75,1
2028,"Bubanza",14,0.539724657,2844,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,5.88389799887374,0.8,0.64,0.800852749131681,0.734136502917537,0.75,1
2028,"Bubanza",15,0.539724657,2844,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,5.91964738017935,0.8,0.64,0.852173113111923,0.511856558449652,0.75,1
2028,"Bubanza",16,0.539724657,2844,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,5.6826397507948,0.8,0.64,0.921665076391424,0.734136502917537,0.75,1
2028,"Bubanza",17,0.539724657,2844,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,5.87050507317818,0.8,0.64,0.734129743302374,0.511856558449652,0.75,1
2028,"Bubanza",18,0.539724657,2844,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,5.79401080549975,0.8,0.64,0.800852749131681,0.734136502917537,0.75,1
2028,"Bubanza",19,0.539724657,2844,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,5.89827822823734,0.8,0.64,0.852173113111923,0.511856558449652,0.75,1
2028,"Bubanza",20,0.539724657,2844,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,5.91681691333077,0.8,0.64,0.921665076391424,0.734136502917537,0.75,1
2028,"Bubanza",21,0.539724657,2844,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,5.85309705645446,0.8,0.64,0.734129743302374,0.511856558449652,0.75,1
2028,"Bubanza",22,0.539724657,2844,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,5.90302864298365,0.8,0.64,0.800852749131681,0.734136502917537,0.75,1
2028,"Bubanza",23,0.539724657,2844,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,5.87304066104123,0.8,0.64,0.852173113111923,0.511856558449652,0.75,1
2028,"Bubanza",24,0.539724657,2844,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,5.92528726784075,0.8,0.64,0.921665076391424,0.734136502917537,0.75,1
2028,"Bubanza",25,0.539724657,2844,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,5.74239940302936,0.8,0.64,0.734129743302374,0.511856558449652,0.75,1
2028,"Bubanza",26,0.539724657,2844,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,5.91879744845636,0.8,0.64,0.800852749131681,0.734136502917537,0.75,1
2028,"Bubanza",27,0.539724657,2844,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,5.92599103694296,0.8,0.64,0.852173113111923,0.511856558449652,0.75,1
2028,"Bubanza",28,0.539724657,2844,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,5.85336004360567,0.8,0.64,0.921665076391424,0.734136502917537,0.75,1
2028,"Bubanza",29,0.539724657,2844,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,5.82259086915834,0.8,0.64,0.734129743302374,0.511856558449652,0.75,1
2028,"Bubanza",30,0.539724657,2844,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,6.0274066576795,0.8,0.64,0.800852749131681,0.734136502917537,0.75,1
2028,"Bubanza",31,0.539724657,2844,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,5.90110459066499,0.8,0.64,0.852173113111923,0.511856558449652,0.75,1
2028,"Bubanza",32,0.539724657,2844,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,5.85674559929273,0.8,0.64,0.921665076391424,0.734136502917537,0.75,1
2028,"Bubanza",33,0.539724657,2844,0.643311203899603,0.473330202568083,0.44024661155269,0.463465110173362,0.643311203899603,5.84787688919159,0.8,0.64,0.734129743302374,0.511856558449652,0.75,1
2028,"Bubanza",34,0.539724657,2844,0.790768932140894,0.58182543155771,0.541158526053743,0.569699094364828,0.790768932140894,5.8306803143143,0.8,0.64,0.800852749131681,0.734136502917537,0.75,1
2028,"Bubanza",35,0.539724657,2844,0.850804660749853,0.62599802393842,0.582243658617851,0.612951046772036,0.850804660749853,5.83102572335963,0.8,0.64,0.852173113111923,0.511856558449652,0.75,1
2028,"Bubanza",36,0.539724657,2844,0.730695750988016,0.537625282653668,0.500047763039777,0.526420159764106,0.730695750988016,5.79598995950214,0.8,0.64,0.921665076391424,0.734136502917537,0.75,1
2028,"Bubanza",37,0.539724657,2844,0.565121436481303,0.415800381500905,0.386737858782123,0.407134318868493,0.565121436481303,5.89704930426872,0.8,0.64,0.734129743302374,0.511856558449652,0.75,1
