"year","admin_name","seed","coverage","birthday_age","net_life_lognormal_mu","net_life_lognormal_sigma","simday","duration","bio_mortality","indoor_net_protection","block_initial","kill_initial"
2021,"Buhiga",46,0.6588,3,5.81674687367759,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Buhiga",20,0.6588,3,5.91681691333077,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Buhiga",35,0.6588,3,5.83102572335963,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Buhiga",51,0.8235,1,5.82774432343015,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Buhiga",12,0.6588,3,5.90325823305356,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Buhiga",40,0.8235,1,5.98334580233576,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Buhiga",15,0.6588,3,5.91964738017935,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Buhiga",28,0.8235,1,5.85336004360567,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Buhiga",27,0.8235,1,5.92599103694296,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Buhiga",7,0.6588,3,6.01510114177637,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Buhiga",16,0.8235,1,5.6826397507948,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Buhiga",32,0.8235,1,5.85674559929273,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Buhiga",18,0.8235,1,5.79401080549975,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Buhiga",30,0.6588,3,6.0274066576795,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Buhiga",12,0.8235,1,5.90325823305356,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Buhiga",36,0.8235,1,5.79598995950214,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Buhiga",50,0.6588,3,5.93449401792291,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Buhiga",37,0.8235,1,5.89704930426872,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Buhiga",24,0.6588,3,5.92528726784075,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Buhiga",10,0.6588,3,5.80122620676886,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Buhiga",5,0.8235,1,5.88072289504645,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Buhiga",51,0.6588,3,5.82774432343015,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Buhiga",25,0.8235,1,5.74239940302936,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Buhiga",11,0.6588,3,5.88407100637835,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Buhiga",6,0.6588,3,5.90548897586635,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Buhiga",47,0.8235,1,5.88879104295496,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Buhiga",47,0.6588,3,5.88879104295496,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Buhiga",16,0.6588,3,5.6826397507948,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Buhiga",19,0.6588,3,5.89827822823734,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Buhiga",8,0.8235,1,5.87718213530924,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Buhiga",10,0.8235,1,5.80122620676886,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Buhiga",4,0.6588,3,5.97040273796984,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Buhiga",3,0.8235,1,5.91766434615871,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Buhiga",22,0.6588,3,5.90302864298365,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Buhiga",42,0.6588,3,5.94389982959502,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Buhiga",33,0.6588,3,5.84787688919159,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Buhiga",45,0.6588,3,5.90356434063027,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Buhiga",9,0.6588,3,5.89354013187667,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Buhiga",14,0.6588,3,5.88389799887374,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Buhiga",29,0.6588,3,5.82259086915834,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Buhiga",30,0.8235,1,6.0274066576795,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Buhiga",42,0.8235,1,5.94389982959502,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Buhiga",28,0.6588,3,5.85336004360567,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Buhiga",33,0.8235,1,5.84787688919159,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Buhiga",49,0.8235,1,5.70736397195627,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Buhiga",48,0.8235,1,5.9069871899843,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Buhiga",19,0.8235,1,5.89827822823734,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Buhiga",38,0.8235,1,5.90363655311267,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Buhiga",46,0.8235,1,5.81674687367759,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Buhiga",18,0.6588,3,5.79401080549975,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Buhiga",40,0.6588,3,5.98334580233576,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Buhiga",41,0.8235,1,5.90868135542559,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Buhiga",44,0.8235,1,5.85084751431398,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Buhiga",45,0.8235,1,5.90356434063027,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Buhiga",17,0.6588,3,5.87050507317818,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Buhiga",34,0.6588,3,5.8306803143143,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Buhiga",6,0.8235,1,5.90548897586635,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Buhiga",11,0.8235,1,5.88407100637835,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Buhiga",13,0.8235,1,5.85381353814521,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Buhiga",23,0.6588,3,5.87304066104123,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Buhiga",23,0.8235,1,5.87304066104123,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Buhiga",35,0.8235,1,5.83102572335963,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Buhiga",21,0.6588,3,5.85309705645446,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Buhiga",26,0.8235,1,5.91879744845636,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Buhiga",4,0.8235,1,5.97040273796984,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Buhiga",26,0.6588,3,5.91879744845636,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Buhiga",20,0.8235,1,5.91681691333077,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Buhiga",44,0.6588,3,5.85084751431398,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Buhiga",34,0.8235,1,5.8306803143143,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Buhiga",31,0.6588,3,5.90110459066499,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Buhiga",22,0.8235,1,5.90302864298365,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Buhiga",43,0.8235,1,5.93817035157111,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Buhiga",50,0.8235,1,5.93449401792291,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Buhiga",29,0.8235,1,5.82259086915834,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Buhiga",9,0.8235,1,5.89354013187667,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Buhiga",7,0.8235,1,6.01510114177637,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Bururi",47,0.6588,3,5.88879104295496,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Bururi",51,0.6588,3,5.82774432343015,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Bururi",33,0.8235,1,5.84787688919159,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Bururi",11,0.6588,3,5.88407100637835,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Bururi",41,0.8235,1,5.90868135542559,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Bururi",4,0.8235,1,5.97040273796984,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Bururi",5,0.8235,1,5.88072289504645,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Bururi",18,0.6588,3,5.79401080549975,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Bururi",14,0.8235,1,5.88389799887374,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Bururi",48,0.8235,1,5.9069871899843,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Bururi",43,0.6588,3,5.93817035157111,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Bururi",29,0.6588,3,5.82259086915834,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Bururi",51,0.8235,1,5.82774432343015,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Bururi",38,0.8235,1,5.90363655311267,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Bururi",17,0.8235,1,5.87050507317818,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Bururi",2,0.8235,1,5.80623497464404,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Bururi",6,0.6588,3,5.90548897586635,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Bururi",21,0.6588,3,5.85309705645446,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Bururi",32,0.8235,1,5.85674559929273,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Bururi",49,0.8235,1,5.70736397195627,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Bururi",16,0.8235,1,5.6826397507948,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Bururi",33,0.6588,3,5.84787688919159,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Bururi",9,0.6588,3,5.89354013187667,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Bururi",48,0.6588,3,5.9069871899843,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Bururi",45,0.8235,1,5.90356434063027,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Bururi",30,0.6588,3,6.0274066576795,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Bururi",22,0.8235,1,5.90302864298365,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Bururi",39,0.8235,1,5.9247961967686,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Bururi",23,0.8235,1,5.87304066104123,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Bururi",19,0.8235,1,5.89827822823734,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Bururi",44,0.8235,1,5.85084751431398,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Bururi",47,0.8235,1,5.88879104295496,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Bururi",31,0.8235,1,5.90110459066499,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Bururi",11,0.8235,1,5.88407100637835,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Bururi",12,0.8235,1,5.90325823305356,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Bururi",15,0.8235,1,5.91964738017935,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Bururi",34,0.8235,1,5.8306803143143,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Bururi",10,0.6588,3,5.80122620676886,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Bururi",27,0.8235,1,5.92599103694296,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Bururi",8,0.8235,1,5.87718213530924,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Bururi",46,0.6588,3,5.81674687367759,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Bururi",40,0.6588,3,5.98334580233576,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Bururi",19,0.6588,3,5.89827822823734,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Bururi",21,0.8235,1,5.85309705645446,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Bururi",36,0.6588,3,5.79598995950214,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Bururi",9,0.8235,1,5.89354013187667,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Bururi",3,0.8235,1,5.91766434615871,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Bururi",28,0.6588,3,5.85336004360567,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Bururi",29,0.8235,1,5.82259086915834,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Bururi",30,0.8235,1,6.0274066576795,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Bururi",27,0.6588,3,5.92599103694296,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Bururi",3,0.6588,3,5.91766434615871,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Bururi",20,0.6588,3,5.91681691333077,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Bururi",14,0.6588,3,5.88389799887374,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Bururi",7,0.6588,3,6.01510114177637,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Bururi",23,0.6588,3,5.87304066104123,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Bururi",46,0.8235,1,5.81674687367759,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Bururi",6,0.8235,1,5.90548897586635,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Bururi",28,0.8235,1,5.85336004360567,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Bururi",37,0.8235,1,5.89704930426872,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Bururi",41,0.6588,3,5.90868135542559,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Bururi",35,0.8235,1,5.83102572335963,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Bururi",24,0.8235,1,5.92528726784075,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Bururi",40,0.8235,1,5.98334580233576,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Bururi",12,0.6588,3,5.90325823305356,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Bururi",45,0.6588,3,5.90356434063027,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Bururi",26,0.6588,3,5.91879744845636,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Bururi",42,0.8235,1,5.94389982959502,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Bururi",49,0.6588,3,5.70736397195627,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Bururi",39,0.6588,3,5.9247961967686,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Bururi",2,0.6588,3,5.80623497464404,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Bururi",31,0.6588,3,5.90110459066499,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Bururi",26,0.8235,1,5.91879744845636,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Bururi",1,0.8235,1,5.89264620917119,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Bururi",37,0.6588,3,5.89704930426872,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Bururi",50,0.8235,1,5.93449401792291,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Bururi",44,0.6588,3,5.85084751431398,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Bururi",22,0.6588,3,5.90302864298365,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Bururi",13,0.8235,1,5.85381353814521,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Bururi",5,0.6588,3,5.88072289504645,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Bururi",17,0.6588,3,5.87050507317818,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Bururi",24,0.6588,3,5.92528726784075,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Bururi",38,0.6588,3,5.90363655311267,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Bururi",32,0.6588,3,5.85674559929273,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Bururi",18,0.8235,1,5.79401080549975,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Bururi",36,0.8235,1,5.79598995950214,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Bururi",7,0.8235,1,6.01510114177637,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Bururi",13,0.6588,3,5.85381353814521,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Bururi",4,0.6588,3,5.97040273796984,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Bururi",20,0.8235,1,5.91681691333077,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Bururi",15,0.6588,3,5.91964738017935,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Bururi",8,0.6588,3,5.87718213530924,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Bururi",25,0.8235,1,5.74239940302936,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Bururi",1,0.6588,3,5.89264620917119,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Bururi",50,0.6588,3,5.93449401792291,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Bururi",43,0.8235,1,5.93817035157111,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Bururi",35,0.6588,3,5.83102572335963,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Bururi",42,0.6588,3,5.94389982959502,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Bururi",16,0.6588,3,5.6826397507948,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Bururi",34,0.6588,3,5.8306803143143,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Bururi",10,0.8235,1,5.80122620676886,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Bururi",25,0.6588,3,5.74239940302936,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Busoni",32,0.6588,3,5.85674559929273,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Busoni",21,0.8235,1,5.85309705645446,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Busoni",34,0.8235,1,5.8306803143143,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Busoni",5,0.6588,3,5.88072289504645,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Busoni",4,0.8235,1,5.97040273796984,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Busoni",45,0.8235,1,5.90356434063027,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Busoni",21,0.6588,3,5.85309705645446,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Busoni",35,0.6588,3,5.83102572335963,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Busoni",5,0.8235,1,5.88072289504645,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Busoni",33,0.8235,1,5.84787688919159,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Busoni",38,0.6588,3,5.90363655311267,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Busoni",4,0.6588,3,5.97040273796984,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Busoni",15,0.6588,3,5.91964738017935,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Busoni",40,0.6588,3,5.98334580233576,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Busoni",31,0.6588,3,5.90110459066499,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Busoni",23,0.6588,3,5.87304066104123,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Busoni",29,0.8235,1,5.82259086915834,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Busoni",23,0.8235,1,5.87304066104123,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Busoni",8,0.8235,1,5.87718213530924,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Busoni",49,0.6588,3,5.70736397195627,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Busoni",28,0.8235,1,5.85336004360567,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Busoni",20,0.6588,3,5.91681691333077,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Busoni",11,0.6588,3,5.88407100637835,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Busoni",51,0.6588,3,5.82774432343015,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Busoni",28,0.6588,3,5.85336004360567,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Busoni",40,0.8235,1,5.98334580233576,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Busoni",7,0.8235,1,6.01510114177637,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Busoni",41,0.8235,1,5.90868135542559,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Busoni",46,0.8235,1,5.81674687367759,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Busoni",39,0.8235,1,5.9247961967686,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Busoni",38,0.8235,1,5.90363655311267,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Busoni",47,0.8235,1,5.88879104295496,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Busoni",1,0.8235,1,5.89264620917119,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Busoni",36,0.8235,1,5.79598995950214,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Busoni",13,0.6588,3,5.85381353814521,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Busoni",30,0.8235,1,6.0274066576795,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Busoni",9,0.8235,1,5.89354013187667,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Busoni",10,0.8235,1,5.80122620676886,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Busoni",42,0.8235,1,5.94389982959502,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Busoni",6,0.8235,1,5.90548897586635,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Busoni",47,0.6588,3,5.88879104295496,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Busoni",17,0.6588,3,5.87050507317818,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Busoni",7,0.6588,3,6.01510114177637,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Busoni",6,0.6588,3,5.90548897586635,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Busoni",48,0.8235,1,5.9069871899843,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Busoni",48,0.6588,3,5.9069871899843,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Busoni",14,0.8235,1,5.88389799887374,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Busoni",35,0.8235,1,5.83102572335963,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Busoni",49,0.8235,1,5.70736397195627,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Busoni",26,0.8235,1,5.91879744845636,0.8,0,-1,0.4,0.75,0.628835591830297,0.255212958343792
2021,"Busoni",31,0.8235,1,5.90110459066499,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Busoni",43,0.8235,1,5.93817035157111,0.8,0,-1,0.4,0.75,0.79821104053477,0.40711958605015
2021,"Busoni",32,0.8235,1,5.85674559929273,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Busoni",16,0.8235,1,5.6826397507948,0.8,0,-1,0.4,0.75,0.684900947951403,0.255212958343791
2021,"Busoni",17,0.8235,1,5.87050507317818,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
2021,"Busoni",37,0.6588,3,5.89704930426872,0.8,0,-1,0.4,0.75,0.695349110287058,0.40711958605015
